Datetime,temp
2019-01-01 00:00:00+00:00,10.557739
2019-01-01 01:00:00+00:00,8.613312
2019-01-01 02:00:00+00:00,7.2822876
2019-01-01 03:00:00+00:00,4.461487
2019-01-01 04:00:00+00:00,3.2158508
2019-01-01 05:00:00+00:00,2.5768738
2019-01-01 06:00:00+00:00,2.2714539
2019-01-01 07:00:00+00:00,2.6746826
2019-01-01 08:00:00+00:00,2.4636536
2019-01-01 09:00:00+00:00,1.071991
2019-01-01 10:00:00+00:00,-1.1446838
2019-01-01 11:00:00+00:00,-0.787323
2019-01-01 12:00:00+00:00,-0.8580017
2019-01-01 13:00:00+00:00,-1.5301208
2019-01-01 14:00:00+00:00,-1.9064636
2019-01-01 15:00:00+00:00,-2.3781433
2019-01-01 16:00:00+00:00,-2.9637146
2019-01-01 17:00:00+00:00,-2.2866821
2019-01-01 18:00:00+00:00,-2.7357483
2019-01-01 19:00:00+00:00,-2.3857117
2019-01-01 20:00:00+00:00,-1.1391907
2019-01-01 21:00:00+00:00,-0.21920776
2019-01-01 22:00:00+00:00,-1.183258
2019-01-01 23:00:00+00:00,-0.51937866
2019-01-02 00:00:00+00:00,0.27838135
2019-01-02 01:00:00+00:00,0.15408325
2019-01-02 02:00:00+00:00,-0.81414795
2019-01-02 03:00:00+00:00,-1.3872375
2019-01-02 04:00:00+00:00,-1.8146667
2019-01-02 05:00:00+00:00,-2.3121643
2019-01-02 06:00:00+00:00,-2.5450745
2019-01-02 07:00:00+00:00,-2.8232422
2019-01-02 08:00:00+00:00,-2.6874084
2019-01-02 09:00:00+00:00,-2.6942139
2019-01-02 10:00:00+00:00,-3.2429504
2019-01-02 11:00:00+00:00,-3.1595154
2019-01-02 12:00:00+00:00,-3.2068481
2019-01-02 13:00:00+00:00,-3.5690613
2019-01-02 14:00:00+00:00,-3.153534
2019-01-02 15:00:00+00:00,-2.8049011
2019-01-02 16:00:00+00:00,-2.9909973
2019-01-02 17:00:00+00:00,-2.902069
2019-01-02 18:00:00+00:00,-2.922699
2019-01-02 19:00:00+00:00,-1.9974976
2019-01-02 20:00:00+00:00,-0.92544556
2019-01-02 21:00:00+00:00,-0.38720703
2019-01-02 22:00:00+00:00,-0.47982788
2019-01-02 23:00:00+00:00,-0.020904541
2019-01-03 00:00:00+00:00,-0.9610596
2019-01-03 01:00:00+00:00,-1.0458374
2019-01-03 02:00:00+00:00,-1.157959
2019-01-03 03:00:00+00:00,-1.1953125
2019-01-03 04:00:00+00:00,-1.3970337
2019-01-03 05:00:00+00:00,-1.8199768
2019-01-03 06:00:00+00:00,-1.6781921
2019-01-03 07:00:00+00:00,-1.3753967
2019-01-03 08:00:00+00:00,-2.0978088
2019-01-03 09:00:00+00:00,-1.6676636
2019-01-03 10:00:00+00:00,-3.0292053
2019-01-03 11:00:00+00:00,-3.0072327
2019-01-03 12:00:00+00:00,-3.2567444
2019-01-03 13:00:00+00:00,-3.6082764
2019-01-03 14:00:00+00:00,-3.6976624
2019-01-03 15:00:00+00:00,-0.9812317
2019-01-03 16:00:00+00:00,1.6616516
2019-01-03 17:00:00+00:00,4.776367
2019-01-03 18:00:00+00:00,6.646942
2019-01-03 19:00:00+00:00,8.4878235
2019-01-03 20:00:00+00:00,10.465637
2019-01-03 21:00:00+00:00,12.137482
2019-01-03 22:00:00+00:00,12.123871
2019-01-03 23:00:00+00:00,12.168274
2019-01-04 00:00:00+00:00,8.883911
2019-01-04 01:00:00+00:00,7.662018
2019-01-04 02:00:00+00:00,5.7848816
2019-01-04 03:00:00+00:00,2.6886597
2019-01-04 04:00:00+00:00,1.5255127
